類別,法規名稱,狀態,官方來源,檔案,附件數,基本資料
地方性法規,新北市公私立高級中等以下學校及幼兒園性侵害及性騷擾犯罪案件被害人涉訟補助要點,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050200,地方性法規\新北市公私立高級中等以下學校及幼兒園性侵害及性騷擾犯罪案件被害人涉訟補助要點.html,0,法規名稱： 新北市公私立高級中等以下學校及幼兒園性侵害及性騷擾犯罪案件被害人涉訟補助要點 公發布時間： 民國 103 年 03 月 10 日
地方性法規,新北市公私立高級中等以下學校及幼兒園特殊優良教師遴選要點,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050035,地方性法規\新北市公私立高級中等以下學校及幼兒園特殊優良教師遴選要點.html,1,法規名稱： 新北市公私立高級中等以下學校及幼兒園特殊優良教師遴選要點 修正時間： 民國 115 年 01 月 09 日
地方性法規,新北市公立幼兒園及非營利幼兒園優先招收需要協助幼兒辦法,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050172,地方性法規\新北市公立幼兒園及非營利幼兒園優先招收需要協助幼兒辦法.html,0,法規名稱： 新北市公立幼兒園及非營利幼兒園優先招收需要協助幼兒辦法 修正時間： 民國 112 年 07 月 12 日
地方性法規,新北市公立幼兒園及非營利幼兒園新生入園注意事項,已廢止或停止適用，排除,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050133,,0,法規名稱： 新北市公立幼兒園及非營利幼兒園新生入園注意事項 廢止時間： 民國 107 年 01 月 01 日
地方性法規,新北市公立幼兒園園長遴聘及公立學校附設幼兒園專任主任任期辦法,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050176,地方性法規\新北市公立幼兒園園長遴聘及公立學校附設幼兒園專任主任任期辦法.html,0,法規名稱： 新北市公立幼兒園園長遴聘及公立學校附設幼兒園專任主任任期辦法 修正時間： 民國 113 年 07 月 31 日
地方性法規,新北市公立幼兒園契約進用教保員遷調作業補充規定,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050246,地方性法規\新北市公立幼兒園契約進用教保員遷調作業補充規定.html,0,法規名稱： 新北市公立幼兒園契約進用教保員遷調作業補充規定 修正時間： 民國 111 年 11 月 16 日
地方性法規,新北市公立幼兒園行政組織及員額編制基準,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050198,地方性法規\新北市公立幼兒園行政組織及員額編制基準.html,0,法規名稱： 新北市公立幼兒園行政組織及員額編制基準 修正時間： 民國 115 年 05 月 22 日
地方性法規,新北市國民中小學與教保服務機構辦理學生及幼兒團體保險辦法,已廢止或停止適用，排除,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050006,,0,法規名稱： 新北市國民中小學與教保服務機構辦理學生及幼兒團體保險辦法 廢止時間： 民國 112 年 02 月 08 日
地方性法規,新北市學前教育階段身心障礙特殊教育班設置及調整原則,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050235,地方性法規\新北市學前教育階段身心障礙特殊教育班設置及調整原則.html,0,法規名稱： 新北市學前教育階段身心障礙特殊教育班設置及調整原則 公發布時間： 民國 105 年 04 月 22 日
地方性法規,新北市學前教育階段身心障礙集中式特殊教育班實施要點,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050245,地方性法規\新北市學前教育階段身心障礙集中式特殊教育班實施要點.html,0,法規名稱： 新北市學前教育階段身心障礙集中式特殊教育班實施要點 公發布時間： 民國 106 年 05 月 03 日
地方性法規,新北市幼兒園家長會設置及運作辦法,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050161,地方性法規\新北市幼兒園家長會設置及運作辦法.html,0,法規名稱： 新北市幼兒園家長會設置及運作辦法 修正時間： 民國 112 年 05 月 03 日
地方性法規,新北市幼兒園輔導普通班身心障礙幼兒實施要點,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050244,地方性法規\新北市幼兒園輔導普通班身心障礙幼兒實施要點.html,0,法規名稱： 新北市幼兒園輔導普通班身心障礙幼兒實施要點 公發布時間： 民國 106 年 05 月 03 日
地方性法規,新北市幼兒園辦理校外教學活動注意事項,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050254,地方性法規\新北市幼兒園辦理校外教學活動注意事項.html,0,法規名稱： 新北市幼兒園辦理校外教學活動注意事項 修正時間： 民國 113 年 08 月 02 日
地方性法規,新北市政府委託民間辦理幼兒園實施辦法,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050002,地方性法規\新北市政府委託民間辦理幼兒園實施辦法.html,0,法規名稱： 新北市政府委託民間辦理幼兒園實施辦法 修正時間： 民國 103 年 11 月 05 日
地方性法規,新北市政府幼兒教保服務諮詢會設置辦法,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050162,地方性法規\新北市政府幼兒教保服務諮詢會設置辦法.html,0,法規名稱： 新北市政府幼兒教保服務諮詢會設置辦法 修正時間： 民國 112 年 05 月 24 日
地方性法規,新北市政府所屬各級學校及幼兒園辦理教師敘獎處理原則,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050050,地方性法規\新北市政府所屬各級學校及幼兒園辦理教師敘獎處理原則.html,1,法規名稱： 新北市政府所屬各級學校及幼兒園辦理教師敘獎處理原則 修正時間： 民國 111 年 01 月 28 日
地方性法規,新北市政府教保服務機構不適任人員認定委員會設置要點,已廢止或停止適用，排除,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050263,,0,法規名稱： 新北市政府教保服務機構不適任人員認定委員會設置要點 廢止時間： 民國 112 年 11 月 09 日
地方性法規,新北市政府教保服務機構教保服務申訴評議會設置及評議辦法,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050163,地方性法規\新北市政府教保服務機構教保服務申訴評議會設置及評議辦法.html,0,法規名稱： 新北市政府教保服務機構教保服務申訴評議會設置及評議辦法 修正時間： 民國 112 年 05 月 03 日
地方性法規,新北市政府教育局學前特殊教育輔導分團設置及運作要點,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050286,地方性法規\新北市政府教育局學前特殊教育輔導分團設置及運作要點.html,0,法規名稱： 新北市政府教育局學前特殊教育輔導分團設置及運作要點 公發布時間： 民國 114 年 05 月 06 日
地方性法規,新北市政府教育局所屬公立各級學校暨幼兒園護理人員請假期間代理人員進用原則,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050255,地方性法規\新北市政府教育局所屬公立各級學校暨幼兒園護理人員請假期間代理人員進用原則.html,0,法規名稱： 新北市政府教育局所屬公立各級學校暨幼兒園護理人員請假期間代理人員進用原則 修正時間： 民國 113 年 09 月 10 日
地方性法規,新北市政府教育局教保輔導團設置要點,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050252,地方性法規\新北市政府教育局教保輔導團設置要點.html,0,法規名稱： 新北市政府教育局教保輔導團設置要點 修正時間： 民國 114 年 07 月 29 日
地方性法規,新北市政府特殊教育學生及幼兒鑑定安置輔導申訴評議會設置要點,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050070,地方性法規\新北市政府特殊教育學生及幼兒鑑定安置輔導申訴評議會設置要點.html,0,法規名稱： 新北市政府特殊教育學生及幼兒鑑定安置輔導申訴評議會設置要點 修正時間： 民國 114 年 11 月 10 日
地方性法規,新北市政府處理違反幼兒教育及照顧法與教保服務人員條例事件裁罰基準,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050134,地方性法規\新北市政府處理違反幼兒教育及照顧法與教保服務人員條例事件裁罰基準.html,2,法規名稱： 新北市政府處理違反幼兒教育及照顧法與教保服務人員條例事件裁罰基準 修正時間： 民國 112 年 12 月 04 日
地方性法規,新北市政府辦理弱勢幼兒教育津貼實施要點,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050181,地方性法規\新北市政府辦理弱勢幼兒教育津貼實施要點.html,0,法規名稱： 新北市政府辦理弱勢幼兒教育津貼實施要點 修正時間： 民國 112 年 12 月 15 日
地方性法規,新北市教保服務機構及其教保服務人員獎勵辦法,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050177,地方性法規\新北市教保服務機構及其教保服務人員獎勵辦法.html,0,法規名稱： 新北市教保服務機構及其教保服務人員獎勵辦法 修正時間： 民國 112 年 05 月 10 日
地方性法規,新北市教保服務機構收退費辦法,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050159,地方性法規\新北市教保服務機構收退費辦法.html,1,法規名稱： 新北市教保服務機構收退費辦法 修正時間： 民國 114 年 03 月 05 日
地方性法規,新北市立國民中小學及幼兒園教師申請介聘他校服務作業要點,已廢止或停止適用，排除,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050114,,0,法規名稱： 新北市立國民中小學及幼兒園教師申請介聘他校服務作業要點 廢止時間： 民國 114 年 05 月 08 日
地方性法規,新北市立國民中小學及幼兒園超額教師輔導介聘實施要點,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050055,地方性法規\新北市立國民中小學及幼兒園超額教師輔導介聘實施要點.html,0,法規名稱： 新北市立國民中小學及幼兒園超額教師輔導介聘實施要點 修正時間： 民國 113 年 09 月 20 日
地方性法規,新北市立高級中等以下學校及幼兒園教師兼任行政職務人員激勵獎金發給要點,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050293,地方性法規\新北市立高級中等以下學校及幼兒園教師兼任行政職務人員激勵獎金發給要點.html,0,法規名稱： 新北市立高級中等以下學校及幼兒園教師兼任行政職務人員激勵獎金發給要點 公發布時間： 民國 115 年 08 月 10 日
地方性法規,新北市立高級中等以下學校與幼兒園及特殊教育學校特殊教育教師每週教學節數標準,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050287,地方性法規\新北市立高級中等以下學校與幼兒園及特殊教育學校特殊教育教師每週教學節數標準.html,2,法規名稱： 新北市立高級中等以下學校與幼兒園及特殊教育學校特殊教育教師每週教學節數標準 公發布時間： 民國 114 年 06 月 04 日
地方性法規,新北市身心障礙幼兒就讀公立幼兒園及非營利幼兒園實施要點,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050044,地方性法規\新北市身心障礙幼兒就讀公立幼兒園及非營利幼兒園實施要點.html,0,法規名稱： 新北市身心障礙幼兒就讀公立幼兒園及非營利幼兒園實施要點 修正時間： 民國 112 年 12 月 21 日
地方性法規,新北市高中職以下各級學校及社教機構學生幼童交通車管理要點,已廢止或停止適用，排除,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050074,,0,法規名稱： 新北市高中職以下各級學校及社教機構學生幼童交通車管理要點 廢止時間： 民國 102 年 12 月 30 日
地方性法規,新北市高級中等以下學校及幼兒園特殊教育方案實施辦法,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050143,地方性法規\新北市高級中等以下學校及幼兒園特殊教育方案實施辦法.html,0,法規名稱： 新北市高級中等以下學校及幼兒園特殊教育方案實施辦法 修正時間： 民國 115 年 08 月 05 日
